year,parent_entity,parent_type,lei,total_emissions_MtCO2e
1988,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,110.92033723483454400000
1989,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,105.22118595314208000000
1990,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,105.78213737667133200000
1991,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,103.11026885099574600000
1992,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,101.17195670342491000000
1993,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,110.24609362645875400000
1994,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,111.11354410471085700000
1995,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,111.93994488170539600000
1996,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,116.94521700432183400000
1997,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,126.88987720054171000000
1998,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,155.05938303982893500000
1999,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,159.58938960223988000000
2000,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,178.02481152806514000000
2001,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,190.94183517079128000000
2002,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,197.47674530867371000000
2003,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,211.48876644639563600000
2004,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,218.55866851826159500000
2005,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,222.48563845312666000000
2006,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,224.55647221861601000000
2007,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,227.52308929446310500000
2008,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,244.12841400240211000000
2009,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,239.36776387394887000000
2010,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,244.27066165203659000000
2011,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,233.69329432763268800000
2012,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,245.86821144276395600000
2013,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,245.12432115269285500000
2014,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,249.94329618139396000000
2015,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,237.48446801343218000000
2016,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,182.13230674056124500000
2017,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,127.62965990062612500000
2018,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,132.43789883853989000000
2019,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,157.49991708290430000000
2020,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,137.03412471796168600000
2021,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,98.46250026222578000000
2022,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,48.29034126134696300000
2023,Anglo American,Investor-owned Company,549300S9XF92D1X8ME43,50.07224423605642140000
2012,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,6.37735397219916073200
2013,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,13.83832837380584370000
2014,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,26.46117219111428740000
2015,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,39.03252591393158530000
2016,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,48.19395853272010350000
2017,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,58.42997339984855890000
2018,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,70.25507279401463070000
2019,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,83.41907256345741020000
2020,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,92.67533552997334400000
2021,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,84.64417318148928320000
2022,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,82.87281610964520450000
2023,Antero Resources,Investor-owned Company,APVBKPOULHUX7YZLKU17,87.50276120292511470000
1985,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,3.61038282436974070000
1986,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,3.61038282436974070000
1987,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,3.78123407882089700000
1988,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,4.76050960903671940000
1989,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,7.41788191623253980000
1990,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,8.23686425487187850000
1991,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,10.97167649821804750000
1992,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,12.01663338858667500000
1993,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,15.08753479055686335000
1994,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,18.67204659626750365000
1995,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,22.96338626154904800000
1996,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,23.01173510022508500000
1997,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,26.21753328687175300000
1998,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,12.22619955236195800000
1999,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,31.27889039735089900000
2000,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,39.88227961632372900000
2001,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,52.72612998608049000000
2002,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,52.23959021916756100000
2003,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,63.67237130795255300000
2004,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,68.08121734633351000000
2005,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,69.14386999303242600000
2006,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,76.62606109083098000000
2007,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,85.91769677596433400000
2008,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,81.61866991123352000000
2009,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,89.00882216019066600000
2010,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,100.18182959790804000000
2011,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,114.18100189978429900000
2012,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,117.03354227233819500000
2013,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,113.97236438897718400000
2014,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,97.73791307040641000000
2015,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,66.52205101052762800000
2016,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,78.52439712344073300000
2017,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,68.81150332856387500000
2018,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,70.07781885571756300000
2019,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,71.26745561093235800000
2020,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,66.10173559077752900000
2021,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,58.43021033619566200000
2022,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,58.29490134731037400000
2023,APA Corporation,Investor-owned Company,549300VCIWLRHYVSHC79,57.93247897661715700000
1996,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,1.46145712964731086000
1997,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,1.83455042353881830000
1998,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,1.94284995781875930000
1999,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,3.38415287958533120000
2000,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,4.16341856130073364000
2001,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,6.54639964203915570000
2002,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,6.43402677809323140000
2003,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,8.29442042915396100000
2004,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,8.69575053097588190000
2005,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,8.59567784567507140000
2006,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,9.59909135505946790000
2007,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,9.55248271956476540000
2008,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,9.94004402893036590000
2009,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,9.70236012327053620000
2010,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,11.36045559644677229000
2011,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,12.87087483983612830000
2012,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,14.42086950605241122000
2013,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,15.98951555870285869000
2014,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,22.04104664792917820000
2015,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,26.79817794844952440000
2016,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,34.76301589995294090000
2017,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,45.61859242070240150000
2018,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,51.28963158896934160000
2019,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,52.44382457648182350000
2020,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,54.05938299295499130000
2021,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,46.64949814717063300000
2022,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,53.25870736282369200000
2023,ARC Resources,Investor-owned Company,5493000OCGNQZEVTDT08,54.33251971709111000000
2000,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,24.32626002194622200000
2001,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,23.39389457896698600000
2002,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,22.46152922498625400000
2003,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,21.52916387100552600000
2004,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,20.59679851702479400000
2005,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,19.66443316304406600000
2006,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,18.73206780906333400000
2007,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,17.79970245508260300000
2008,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,17.50304074749789500000
2009,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,21.06298123851441400000
2010,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,20.76631953092970300000
2011,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,26.52155665807307700000
2012,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,26.49189048731460600000
2013,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,26.22489495048837000000
2014,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,22.84295148402267700000
2015,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,18.24469501645967000000
2016,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,18.54135672404437700000
2017,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,18.71935374859520400000
2018,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,17.50304074749789500000
2019,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,16.31639391715905400000
2020,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,14.83308537923550200000
2021,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,9.78983635029543100000
2022,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,7.71320439720246100000
2023,ArcelorMittal,Investor-owned Company,2EULGUTUI56JI9SAL165,5.93323415169420100000
1973,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,26.95217809638240000000
1974,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,29.83235210012870600000
1975,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,28.94938488456847700000
1976,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,29.23362383906190200000
1977,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,27.08409267442500000000
1978,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,27.76229125217958700000
1979,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,27.08409267442500000000
1980,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,54.31674446751604700000
1981,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,56.31487117651612800000
1982,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,62.71981420434207400000
1983,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,62.08550786585049600000
1984,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,76.06639036260414700000
1985,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,82.51895776813611200000
1986,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,77.88969882284294900000
1987,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,88.13723631422386400000
1988,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,99.19971821606747000000
1989,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,112.88147852585212000000
1990,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,120.37280592641526600000
1991,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,116.10518401165816600000
1992,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,116.09285478143868000000
1993,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,119.69781029932965000000
1994,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,119.66939166119899000000
1995,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,135.92208468228771000000
1996,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,136.75391373349010400000
1997,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,135.75112939646721640000
1998,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,210.29031443215713700000
1999,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,262.90143829303030900000
2000,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,282.85110234706448500000
2001,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,319.38533412013365600000
2002,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,306.47787688227990900000
2003,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,299.02561827206641500000
2004,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,239.80454260346132000000
2005,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,273.11614025935080600000
2006,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,262.98629765803998600000
2007,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,262.98629765803998600000
2008,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,271.94731220346721200000
2009,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,245.67985121094094300000
2010,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,317.06991686182764200000
2011,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,286.98100534326030300000
2012,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,260.55108081766936400000
2013,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,260.90176001071582400000
2014,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,261.32986760681007000000
2015,Arch Resources,Investor-owned Company,W47HVZ7Q6FXL86RELH91,246.33216409358767100000
